0,270897.0
1,302404.0
2,2519996.0
3,197193.0
4,207897.0
5,196559.0
6,434697.0
7,64887.0
8,143636.0
9,81896.0
10,308701.0
11,333904.0
12,277197.0
13,351537.0
14,274681.0
15,289801.0
16,225538.0
17,56698.0
18,277197.0
19,144901.0
20,204746.0
21,281614.0
22,233103.0
23,239396.0
24,311217.0
25,434697.0
26,1140298.0
27,3213004.0
28,1354501.0
29,491401.0
30,321298.0
31,466199.0
32,378002.0
33,378004.0
34,422103.0
35,3433500.0
36,157501.0
37,245698.0
38,315003.0
39,146159.0
40,144903.0
41,126001.0
42,352804.0
43,352799.0
44,352800.0
45,352800.0
46,233097.0
47,270901.0
48,42840.0
49,459898.0
50,126001.0
51,239401.0
52,100803.0
53,362252.0
54,522899.0
55,932401.0
56,308703.0
57,367919.0
58,351540.0
59,378002.0
60,1669497.0
61,269640.0
62,365399.0
63,516597.0
64,825301.0
65,868139.0
66,818996.0
67,900897.0
68,44101.0
69,37797.0
70,28981.0
71,41578.0
72,340199.0
73,283499.0
74,321304.0
75,180183.0
76,239404.0
77,1079819.0
78,217349.0
79,390604.0
80,308697.0
81,264600.0
82,258298.0
83,135449.0
84,88200.0
85,83156.0
86,211680.0
87,340198.0
88,350276.0
89,200341.0
90,75602.0
91,258301.0
92,590937.0
93,679144.0
94,577076.0
95,434700.0
96,396902.0
97,656460.0
98,264604.0
99,386819.0
100,123476.0
101,170098.0
102,245699.0
103,503998.0
104,608580.0
105,995404.0
106,207902.0
107,176400.0
108,226801.0
109,207273.0
110,189002.0
111,248846.0
112,220500.0
113,280346.0
114,258296.0
115,195297.0
116,220503.0
117,195300.0
118,125997.0
119,165058.0
120,93238.0
121,50402.0
122,161276.0
123,116553.0
124,183330.0
125,94502.0
126,464313.0
127,226797.0
128,360363.0
129,270900.0
130,245702.0
131,86943.0
132,75597.0
133,45994.0
134,72453.0
135,72447.0
136,113398.0
137,12604.0
138,163799.0
139,91982.0
140,207273.0
141,268379.0
142,239397.0
143,125997.0
144,138602.0
145,144899.0
146,211683.0
147,260824.0
148,263967.0
149,226803.0
150,88203.0
151,129776.0
